Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OP120938,Monkeypox virus,,"Aja-Macaya,P., Rumbo-Feal,S., Poza,M., Canizares,A., Vallejo,J.A., Bou,G.","Biomedical research institute (INIBIC), Microbiology",Spain,2023-01-18,MP03CHUAC,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,Spain,Spain,,Homo sapiens,,2022-06,,,"Monkeypox virus isolate MP03CHUAC, complete genome"
OP535312,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2018_5222,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197547,GenBank,complete,,,,Nigeria: Rivers,Nigeria,,Homo sapiens,,2018-02,,,"Monkeypox virus isolate MPXV_Nigeria_2018_5222, complete genome"
OP535320,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2017_3008,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197549,GenBank,complete,,,,Nigeria: Abia,Nigeria,,Homo sapiens,swab,2017-11,,,"Monkeypox virus isolate MPXV_Nigeria_2017_3008, complete genome"
OP535323,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2017_2948,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197311,GenBank,complete,,,,Nigeria: Bayelsa,Nigeria,,Homo sapiens,,2017-10,,,"Monkeypox virus isolate MPXV_Nigeria_2017_2948, complete genome"
OP535324,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2018_5302,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197234,GenBank,complete,,,,Nigeria: Imo,Nigeria,,Homo sapiens,swab,2018-02,,,"Monkeypox virus isolate MPXV_Nigeria_2018_5302, complete genome"
OP535325,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2018_5316,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197172,GenBank,complete,,,,Nigeria,Nigeria,,Homo sapiens,swab,2018-06,,,"Monkeypox virus isolate MPXV_Nigeria_2018_5316, complete genome"
OP535327,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2018_5307,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197183,GenBank,complete,,,,Nigeria: Rivers,Nigeria,,Homo sapiens,swab,2018-03,,,"Monkeypox virus isolate MPXV_Nigeria_2018_5307, complete genome"
OP535328,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2018_5306,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197163,GenBank,complete,,,,Nigeria: Rivers,Nigeria,,Homo sapiens,swab,2018-03,,,"Monkeypox virus isolate MPXV_Nigeria_2018_5306, complete genome"
OP535333,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M., Howard,D., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2018_5231,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197398,GenBank,complete,,,,Nigeria: Oyo,Nigeria,,Homo sapiens,,2018-01,,,"Monkeypox virus isolate MPXV_Nigeria_2018_5231, complete genome"
OP535335,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2017_2947,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197310,GenBank,complete,,,,Nigeria: Bayelsa,Nigeria,,Homo sapiens,,2017-10,,,"Monkeypox virus isolate MPXV_Nigeria_2017_2947, complete genome"
OP535336,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2017_2946,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197303,GenBank,complete,,,,Nigeria: Enugu,Nigeria,,Homo sapiens,,2017-10,,,"Monkeypox virus isolate MPXV_Nigeria_2017_2946, complete genome"
OP535337,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2017_2945,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197306,GenBank,complete,,,,Nigeria: Bayelsa,Nigeria,,Homo sapiens,swab,2017-10,,,"Monkeypox virus isolate MPXV_Nigeria_2017_2945, complete genome"
OP535340,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2017_2888,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197306,GenBank,complete,,,,Nigeria: Akwa Ibom,Nigeria,,Homo sapiens,swab,2017-10,,,"Monkeypox virus isolate MPXV_Nigeria_2017_2888, complete genome"
OP535341,Monkeypox virus,,"Nnaemeka,N., Akanbi,O., Chukwu,C., Ayansola,O., Ahmad,A., Yinka-Ogunleye,A., Akinpelu,A., Babatunde,O., Ihekweazu,C., Adetifa,I., Mauldin,M.R., Gigante,C.M., Batra,D., Weigand,M.R., Howard,D.T., Sheth,M., Seabolt,M.H., Li,Y.","Nigeria Centre for Disease Control, National Reference Laboratory",Nigeria,2022-12-25,MPXV_Nigeria_2017_2886,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197306,GenBank,complete,,,,Nigeria: Bayelsa,Nigeria,,Homo sapiens,,2017-10,,,"Monkeypox virus isolate MPXV_Nigeria_2017_2886, complete genome"
OP879722,Monkeypox virus,SRR22321727,"Palmateer,N.C.","New Jersey Department of Health, Public Health and Environmental Laboratories",USA,2022-11-22,NJ-MPXV-001,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,195578,GenBank,complete,,,,USA: NJ,USA,NJ,Homo sapiens,,2022-07-26,SAMN31772282,PRJNA886998,"Monkeypox virus isolate NJ-MPXV-001, complete genome"
OP837340,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-11-16,MPXV/Germany/2022/RKI578,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197136,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-06,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI578, complete genome"
OP837343,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-11-16,MPXV/Germany/2022/RKI581,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197140,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-06,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI581, complete genome"
OP837344,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-11-16,MPXV/Germany/2022/RKI582,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-06,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI582, complete genome"
OP837354,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-11-16,MPXV/Germany/2022/RKI592,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-10,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI592, complete genome"
OP743951,Monkeypox virus,SRR22085315,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-077466/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-07,SAMN31509977,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-077466/2022, complete genome"
OP743953,Monkeypox virus,SRR22085313,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-089563/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31509979,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-089563/2022, complete genome"
OP743954,Monkeypox virus,SRR22085312,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-082153/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31509980,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-082153/2022, complete genome"
OP743955,Monkeypox virus,SRR22085349,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-089756/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197203,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31509938,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-089756/2022, complete genome"
OP743957,Monkeypox virus,SRR22085327,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/OH-UW-080634/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: OH,USA,OH,Homo sapiens,,2022-08,SAMN31509940,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/OH-UW-080634/2022, complete genome"
OP743958,Monkeypox virus,SRR22085316,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-089473/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31509941,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-089473/2022, complete genome"
OP743959,Monkeypox virus,SRR22085311,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-089051/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31509942,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-089051/2022, complete genome"
OP743960,Monkeypox virus,SRR22085310,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-085326/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31509943,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-085326/2022, complete genome"
OP743961,Monkeypox virus,SRR22085309,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-086295/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31509944,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-086295/2022, complete genome"
OP743962,Monkeypox virus,SRR22085308,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-088248/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197201,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31509945,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-088248/2022, complete genome"
OP743964,Monkeypox virus,SRR22085348,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-098738/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509947,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-098738/2022, complete genome"
OP743965,Monkeypox virus,SRR22085347,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-090263/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509948,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-090263/2022, complete genome"
OP743967,Monkeypox virus,SRR22085345,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-092798/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509950,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-092798/2022, complete genome"
OP743968,Monkeypox virus,SRR22085344,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-099479/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509951,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-099479/2022, complete genome"
OP743969,Monkeypox virus,SRR22085343,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-099881/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509952,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-099881/2022, complete genome"
OP743970,Monkeypox virus,SRR22085342,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-098347/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509953,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-098347/2022, complete genome"
OP743971,Monkeypox virus,SRR22085341,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-098189/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509954,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-098189/2022, complete genome"
OP743973,Monkeypox virus,SRR22085339,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-098936/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509956,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-098936/2022, complete genome"
OP743974,Monkeypox virus,SRR22085337,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-092407/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509957,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-092407/2022, complete genome"
OP743978,Monkeypox virus,SRR22085333,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-090635/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509961,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-090635/2022, complete genome"
OP743979,Monkeypox virus,SRR22085332,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-092912/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197188,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509962,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-092912/2022, complete genome"
OP743981,Monkeypox virus,SRR22085330,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-093226/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509964,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-093226/2022, complete genome"
OP743985,Monkeypox virus,SRR22085325,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-096529/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509968,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-096529/2022, complete genome"
OP743986,Monkeypox virus,SRR22085324,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-098348/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509969,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-098348/2022, complete genome"
OP743989,Monkeypox virus,SRR22085321,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-090611/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197200,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509972,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-090611/2022, complete genome"
OP743990,Monkeypox virus,SRR22085320,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-098408/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197200,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509973,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-098408/2022, complete genome"
OP743991,Monkeypox virus,SRR22085319,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-092990/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197205,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509974,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-092990/2022, complete genome"
OP743993,Monkeypox virus,SRR22085317,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-094603/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31509976,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-094603/2022, complete genome"
OP743998,Monkeypox virus,SRR22094394,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/Unknown-UW-102378/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197185,GenBank,complete,,,,USA: Unknown,USA,,Homo sapiens,,2022-10,SAMN31516426,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/Unknown-UW-102378/2022, complete genome"
OP743999,Monkeypox virus,SRR22094393,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",,2022-10-31,MpxV/human/USA/WA-UW-108943/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197194,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-10,SAMN31516427,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-108943/2022, complete genome"
OP747051,Monkeypox virus,SRR22102842,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2022-10-31,MpxV/human/USA/WA-UW-085359/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197184,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-08,SAMN31527165,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-085359/2022, complete genome"
OP747052,Monkeypox virus,SRR22102850,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2022-10-31,MpxV/human/USA/WA-UW-096615/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197196,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-09,SAMN31527159,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-096615/2022, complete genome"
